# BEAST v1.8.4
# Generated Mon Nov 20 12:52:16 UTC 2023 [seed=1700484736418]
# -working -overwrite -beagle_off temp.xml
state	posterior	prior	likelihood	treeModel.rootHeight	constant.popSize	kappa	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	treeLikelihood	coalescent
1285000	-46427.5171536202	-196.90621370082198	-46230.61093991938	0.11342212137446042	2.42589230941305	3.4641594663276374	0.3511278151887488	0.19497083151594904	0.23241424790556947	0.22148710538973257	1.0	-46230.61093991938	-193.6166488238357
1286000	-46436.966584728914	-196.22596644933844	-46240.740618279575	0.10563234444946859	2.803252519289273	3.4641594663276374	0.3511278151887488	0.19497083151594904	0.23241424790556947	0.22148710538973257	1.0	-46240.740618279575	-192.79182063464302
1287000	-46435.78543930098	-193.98721290122114	-46241.798226399755	0.10160050768244623	2.4942448021196566	3.4180790188425108	0.3511278151887488	0.19497083151594904	0.23241424790556947	0.22148710538973257	1.0	-46241.798226399755	-190.6852734582929
1288000	-46444.77764131286	-196.56249111318786	-46248.21515019967	0.10610650306423776	2.8014885297845487	3.4180790188425108	0.3511278151887488	0.19497083151594904	0.23241424790556947	0.22148710538973257	1.0	-46248.21515019967	-193.14438677542103
1289000	-46445.30740990784	-196.23949780561654	-46249.06791210222	0.10936436075969348	2.8326061941991094	3.4180790188425108	0.3511278151887488	0.19527089155559824	0.23211418786592028	0.22148710538973257	1.0	-46249.06791210222	-192.81034715700272
1290000	-46444.04182612005	-198.41254559622786	-46245.62928052382	0.10057533136188891	2.117503157562805	3.6971217468039734	0.3579218274904344	0.18847687925391265	0.22921677597595294	0.2243845172796999	1.0	-46245.62928052382	-195.18240251400502
1291000	-46435.89208328676	-195.8932860978572	-46239.9987971889	0.09945912377638344	2.7080375454604853	3.652682963852634	0.3579218274904344	0.18847687925391265	0.22921677597595294	0.2243845172796999	1.0	-46239.9987971889	-192.43158255196553
1292000	-46433.367018441946	-195.36102749168165	-46238.00599095027	0.10240863327900367	2.508494311952058	3.652682963852634	0.3579218274904344	0.18847687925391265	0.22921677597595294	0.2243845172796999	1.0	-46238.00599095027	-191.9758654679596
1293000	-46428.498210155565	-197.85029227573585	-46230.64791787983	0.10281346774604165	3.015072418990748	3.652682963852634	0.3579218274904344	0.18847687925391265	0.22921677597595294	0.2243845172796999	1.0	-46230.64791787983	-194.28118909998733
1294000	-46420.7907391245	-195.8815227329472	-46224.909216391556	0.10431329748035743	2.6724392600231575	3.6440389666647186	0.3579218274904344	0.18847687925391265	0.23679349976743458	0.21680779348821827	1.0	-46224.909216391556	-192.43586727909042
1295000	-46423.526899742596	-196.95052652890442	-46226.57637321369	0.10314085237221578	2.856366733547644	3.6440389666647186	0.3547153402241838	0.18847687925391265	0.23679349976743458	0.22001428075446886	1.0	-46226.57637321369	-193.43831226659347
1296000	-46436.36510601999	-195.63490376846775	-46240.73020225152	0.09866412239677068	2.4907001925268766	3.6440389666647186	0.3547153402241838	0.18847687925391265	0.23679349976743458	0.22001428075446886	1.0	-46240.73020225152	-192.25967607773063
1297000	-46427.62625270557	-196.67765843944926	-46230.94859426613	0.1066197897760243	2.5236770370426216	3.398404315223598	0.35832255160279225	0.18847687925391265	0.2331862883888261	0.22001428075446886	1.0	-46230.94859426613	-193.3705963902034
1298000	-46449.76671595083	-195.28736944334517	-46254.47934650748	0.1021479913319773	2.4940507676627726	3.6221487324186636	0.35832255160279225	0.18847687925391265	0.2331862883888261	0.22001428075446886	1.0	-46254.47934650748	-191.91794126805107
1299000	-46436.47536953851	-195.58851591900773	-46240.8868536195	0.10311035872068941	2.5574836922425415	3.6221487324186636	0.35832255160279225	0.18847687925391265	0.2331862883888261	0.22001428075446886	1.0	-46240.8868536195	-192.19397210430506
1300000	-46436.03603408151	-196.1298225880008	-46239.90621149351	0.10402814686189316	2.516603029957059	3.4888863986568777	0.35832255160279225	0.18847687925391265	0.2331862883888261	0.22001428075446886	1.0	-46239.90621149351	-192.7953146414601
1301000	-46430.82821571701	-195.91057871300285	-46234.91763700401	0.10198111626307257	2.9920846067662596	3.490855551957998	0.35107113747055263	0.18847687925391265	0.2331862883888261	0.22726569488670847	1.0	-46234.91763700401	-192.4023559382094
1302000	-46440.159034209064	-194.3288393975992	-46245.83019481147	0.10311663739924719	2.343724473707891	3.490855551957998	0.35107113747055263	0.18847687925391265	0.2331862883888261	0.22726569488670847	1.0	-46245.83019481147	-191.0648456407214
1303000	-46433.59979972135	-195.74838238549668	-46237.85141733585	0.10412051742535958	2.368470432613948	3.490855551957998	0.3486318482959455	0.19091616842851977	0.2331862883888261	0.22726569488670847	1.0	-46237.85141733585	-192.47388558836576
1304000	-46429.89120466978	-195.36695670887318	-46234.52424796091	0.10668937946375862	2.6926658376978687	3.490855551957998	0.34963979317759636	0.19091616842851977	0.2331862883888261	0.2262577500050576	1.0	-46234.52424796091	-191.96417255084324
1305000	-46435.83514387415	-194.42655189909846	-46241.40859197505	0.10898294458016505	2.394528335312894	3.490855551957998	0.34963979317759636	0.19091616842851977	0.2331862883888261	0.2262577500050576	1.0	-46241.40859197505	-191.14111318745063
1306000	-46431.957304499236	-197.88744806422412	-46234.06985643501	0.10568417275746979	3.132161333569248	3.5533431154112884	0.35131303937635927	0.19091616842851977	0.2331862883888261	0.22458450380629466	1.0	-46234.06985643501	-194.31278918338833
1307000	-46444.09867116386	-196.18380777251787	-46247.91486339134	0.1057852232439912	2.3995927311683776	3.5533431154112884	0.35131303937635927	0.19091616842851977	0.2331862883888261	0.22458450380629466	1.0	-46247.91486339134	-192.8755731522332
1308000	-46443.945372779934	-196.16421094509514	-46247.781161834835	0.10979918930281568	2.2326900587076786	3.5533431154112884	0.35131303937635927	0.19091616842851977	0.2331862883888261	0.22458450380629466	1.0	-46247.781161834835	-192.92806818959323
1309000	-46434.17296757589	-198.37069282286583	-46235.80227475303	0.11303958355514755	2.40446560224181	3.5533431154112884	0.35131303937635927	0.19091616842851977	0.2331862883888261	0.22458450380629466	1.0	-46235.80227475303	-195.0604295541317
1310000	-46433.45350503878	-197.1799756061888	-46236.27352943259	0.10686780862532047	2.885359025214646	3.5533431154112884	0.35131303937635927	0.19091616842851977	0.2331862883888261	0.22458450380629466	1.0	-46236.27352943259	-193.6873906758126
1311000	-46423.51928747445	-196.532309854605	-46226.98697761985	0.10409415489130958	2.5949267966661496	3.5533431154112884	0.35131303937635927	0.19091616842851977	0.23165646156138686	0.2261143306337339	1.0	-46226.98697761985	-193.14581595508508
1312000	-46434.807005118	-196.3194307871744	-46238.48757433082	0.10320883553562545	2.90881130080058	3.5533431154112884	0.35131303937635927	0.19091616842851977	0.23165646156138686	0.2261143306337339	1.0	-46238.48757433082	-192.81875068446507
1313000	-46428.50586240181	-195.71661138151967	-46232.789251020295	0.10689724967724538	2.4120932207752666	3.5533431154112884	0.35131303937635927	0.19091616842851977	0.23165646156138686	0.2261143306337339	1.0	-46232.789251020295	-192.40318086197846
1314000	-46429.94551006694	-197.36107206472025	-46232.58443800222	0.10890990923582543	2.7281062183384166	3.560925756590828	0.35131303937635927	0.19091616842851977	0.23165646156138686	0.2261143306337339	1.0	-46232.58443800222	-193.92203019754564
1315000	-46428.22744836637	-196.31036964683918	-46231.91707871953	0.11324796299787626	2.7036134788066897	3.560925756590828	0.35131303937635927	0.19091616842851977	0.23165646156138686	0.2261143306337339	1.0	-46231.91707871953	-192.88034625149393
1316000	-46429.74781304999	-195.87563870634975	-46233.87217434364	0.10516893067328048	2.9155760122019654	3.6485619272763152	0.35131303937635927	0.19091616842851977	0.23165646156138686	0.2261143306337339	1.0	-46233.87217434364	-192.3414338901856
1317000	-46424.77980892174	-194.39203637118268	-46230.38777255056	0.10322553166141823	2.736317221663878	3.559555371552296	0.35131303937635927	0.19091616842851977	0.23165646156138686	0.2261143306337339	1.0	-46230.38777255056	-190.95044062727956
1318000	-46424.568174587206	-195.30307241169194	-46229.265102175515	0.10578817462257827	2.2899362718944163	3.5763585035059022	0.35131303937635927	0.19091616842851977	0.23165646156138686	0.2261143306337339	1.0	-46229.265102175515	-192.0340363582024
1319000	-46435.72188284451	-199.180958806764	-46236.54092403775	0.10802137328825945	2.4179282652694316	3.5763585035059022	0.35131303937635927	0.19091616842851977	0.23165646156138686	0.2261143306337339	1.0	-46236.54092403775	-195.85753565680258
1320000	-46432.05561835303	-196.40550831589442	-46235.65011003713	0.11029295393829083	2.7511258449922655	3.5763585035059022	0.3514249380379215	0.19080426976695752	0.23165646156138686	0.2261143306337339	1.0	-46235.65011003713	-192.9529860246398
1321000	-46425.33983462528	-196.96600638283766	-46228.373828242446	0.1047973044957427	2.421921838558252	3.5763585035059022	0.3514249380379215	0.19080426976695752	0.23165646156138686	0.2261143306337339	1.0	-46228.373828242446	-193.6409329444956
1322000	-46427.94403267687	-194.38634034803826	-46233.55769232883	0.10367038460652846	2.8263816175783867	3.5763585035059022	0.3514249380379215	0.19080426976695752	0.23165646156138686	0.2261143306337339	1.0	-46233.55769232883	-190.90683096964767
1323000	-46438.0621522087	-195.7626075425958	-46242.29954466611	0.10945132358378605	2.576461762728478	3.5763585035059022	0.3514249380379215	0.19080426976695752	0.23165646156138686	0.2261143306337339	1.0	-46242.29954466611	-192.3756784295228
1324000	-46424.2826431392	-196.47088686847587	-46227.81175627073	0.10597728588147201	2.8125889914049385	3.5763585035059022	0.3514249380379215	0.19080426976695752	0.23165646156138686	0.2261143306337339	1.0	-46227.81175627073	-192.9962693948798
1325000	-46425.0439313719	-196.12780578715297	-46228.91612558475	0.09688671775957372	2.6296321674964456	3.5763585035059022	0.3551644224797949	0.19080426976695752	0.2279169771195135	0.2261143306337339	1.0	-46228.91612558475	-192.7204497458345
1326000	-46428.40933422509	-196.61164540138572	-46231.79768882371	0.10217281521946867	2.34980632125157	3.4975313313579597	0.3551644224797949	0.19080426976695752	0.2279169771195135	0.2261143306337339	1.0	-46231.79768882371	-193.34284248663846
1327000	-46426.623422004835	-195.85792203631766	-46230.76549996852	0.10399102551079582	2.7442531630045397	3.4975313313579597	0.3551644224797949	0.19080426976695752	0.2279169771195135	0.2261143306337339	1.0	-46230.76549996852	-192.4339430636633
1328000	-46433.61916024644	-196.77706101941126	-46236.842099227026	0.10615271008187152	2.4383917660016676	3.4975313313579597	0.3551644224797949	0.19080426976695752	0.2279169771195135	0.2261143306337339	1.0	-46236.842099227026	-193.47125230323425
1329000	-46425.82302026665	-194.20616391868734	-46231.616856347966	0.10282117162529786	2.562050942142865	3.4975313313579597	0.3442569686173863	0.19081135579969238	0.23881734494918727	0.2261143306337339	1.0	-46231.616856347966	-190.85088582519379
1330000	-46443.281439261315	-197.4026195054407	-46245.878819755875	0.1042868129310029	2.285027942586078	3.4975313313579597	0.3442569686173863	0.19081135579969238	0.23881734494918727	0.2261143306337339	1.0	-46245.878819755875	-194.1617712459901
1331000	-46447.68644599121	-195.95594098106994	-46251.73050501014	0.10533020196022652	2.293568348318398	3.4975313313579597	0.3442569686173863	0.19081135579969238	0.23897118471838438	0.2259604908645368	1.0	-46251.73050501014	-192.71136213910253
1332000	-46441.88802185082	-193.59300739262883	-46248.29501445819	0.10309189420784635	2.6429678291771714	3.385271890420671	0.3442569686173863	0.19081135579969238	0.23897118471838438	0.2259604908645368	1.0	-46248.29501445819	-190.24418017802537
1333000	-46443.55347342474	-195.75537237945122	-46247.79810104529	0.10487053682400609	2.8381672528703596	3.3293629042756883	0.3442569686173863	0.19081135579969238	0.23897118471838438	0.2259604908645368	1.0	-46247.79810104529	-192.35419238051213
1334000	-46441.51510066783	-196.28542038722682	-46245.2296802806	0.10706738338390925	2.56506009091173	3.5204148883584767	0.34758884740344037	0.19081135579969238	0.23897118471838438	0.22262861207848275	1.0	-46245.2296802806	-192.92138138171399
1335000	-46444.87971794378	-196.86631653325796	-46248.01340141053	0.10809452327534537	2.8032479985871013	3.5204148883584767	0.34758884740344037	0.19081135579969238	0.23897118471838438	0.22262861207848275	1.0	-46248.01340141053	-193.4134806889525
1336000	-46443.58685177397	-196.07326592855728	-46247.513585845416	0.09959662506732861	2.66978174964783	3.5204148883584767	0.34758884740344037	0.19081135579969238	0.23897118471838438	0.22262861207848275	1.0	-46247.513585845416	-192.6692121012826
1337000	-46438.94377776975	-196.1891096112978	-46242.75466815846	0.10545276736093133	2.716273780956842	3.5204148883584767	0.34758884740344037	0.19081135579969238	0.23897118471838438	0.22262861207848275	1.0	-46242.75466815846	-192.7677915037699
1338000	-46451.01291690245	-200.03187648585677	-46250.98104041659	0.10545796445227791	3.2991142880173734	3.5204148883584767	0.34758884740344037	0.19081135579969238	0.23897118471838438	0.22262861207848275	1.0	-46250.98104041659	-196.4161653510714
1339000	-46453.142363304025	-196.63983445891807	-46256.50252884511	0.10627398731938603	2.583235245809199	3.5204148883584767	0.34758884740344037	0.19081135579969238	0.23897118471838438	0.22262861207848275	1.0	-46256.50252884511	-193.26873477439747
1340000	-46436.419207268984	-197.17979378788905	-46239.2394134811	0.10162947768405133	2.6476123823419533	3.5204148883584767	0.34758884740344037	0.1972303235671783	0.23255221695089848	0.22262861207848275	1.0	-46239.2394134811	-193.7840784419114
1341000	-46447.117356621595	-197.20231368242912	-46249.91504293917	0.10115053465077097	2.7970458511731096	3.5204148883584767	0.34758884740344037	0.1972303235671783	0.23255221695089848	0.22262861207848275	1.0	-46249.91504293917	-193.7516927754523
1342000	-46446.41111233965	-196.4506476276356	-46249.960464712014	0.10150258886761479	2.0760299672108413	3.5204148883584767	0.34758884740344037	0.1972303235671783	0.23255221695089848	0.22262861207848275	1.0	-46249.960464712014	-193.298133127455
1343000	-46448.42997497735	-200.63069802176057	-46247.799276955586	0.10571766609419718	2.047285476706939	3.5204148883584767	0.35069423183545867	0.19242259926911312	0.23255221695089848	0.22433095194452968	1.0	-46247.799276955586	-197.4921261638772
1344000	-46438.65135753949	-197.66394679807092	-46240.98741074142	0.11017361946502582	2.897401545040061	3.5204148883584767	0.35069423183545867	0.19242259926911312	0.23255221695089848	0.22433095194452968	1.0	-46240.98741074142	-194.17807538178664
1345000	-46434.073948433164	-197.15089131072915	-46236.92305712243	0.09965978696103334	2.320664855555637	3.5204148883584767	0.35069423183545867	0.1895378257561623	0.2354369904638493	0.22433095194452968	1.0	-46236.92305712243	-193.88698049052687
1346000	-46434.97766012549	-196.2163318698165	-46238.76132825568	0.09864436355026188	2.209001095102792	3.5204148883584767	0.35069423183545867	0.1895378257561623	0.2354369904638493	0.22433095194452968	1.0	-46238.76132825568	-193.00173434972422
1347000	-46422.77342210884	-196.30533928569025	-46226.46808282315	0.10172257184507456	2.5538569050816924	3.5204148883584767	0.35069423183545867	0.1898421153929256	0.2354369904638493	0.22402666230776638	1.0	-46226.46808282315	-192.9456774575086
1348000	-46432.004908779854	-196.3847511576578	-46235.620157622194	0.10561032220025289	3.015541447998812	3.5204148883584767	0.3536367137689528	0.1898421153929256	0.23759321043373183	0.21892796040438972	1.0	-46235.620157622194	-192.85891465895102
1349000	-46428.280877447825	-195.81549690866316	-46232.465380539164	0.10462606281460919	2.8565535690846335	3.5204148883584767	0.34859435524674076	0.1898421153929256	0.23759321043373183	0.2239703189266017	1.0	-46232.465380539164	-192.343823956349
1350000	-46430.66426167496	-194.9455057409732	-46235.71875593399	0.09804352646004941	2.8856922583117637	3.5204148883584767	0.34859435524674076	0.1898421153929256	0.23759321043373183	0.2239703189266017	1.0	-46235.71875593399	-191.4636838190003
1351000	-46447.093724509235	-195.88591042327786	-46251.20781408596	0.10138733022631712	2.8088600680452287	3.5204148883584767	0.34859435524674076	0.1898421153929256	0.23759321043373183	0.2239703189266017	1.0	-46251.20781408596	-192.43107459206476
1352000	-46434.883659787876	-194.27285569408716	-46240.61080409379	0.10409531314514674	2.39123191884392	3.4755796052072734	0.3491458321336943	0.18929063850597203	0.23759321043373183	0.2239703189266017	1.0	-46240.61080409379	-190.99387612053866
1353000	-46434.173835003574	-197.55604756561374	-46236.61778743796	0.10598084625103613	2.880848551364812	3.4755796052072734	0.3491458321336943	0.18929063850597203	0.23759321043373183	0.2239703189266017	1.0	-46236.61778743796	-194.09079178578463
1354000	-46425.84696628361	-197.22326050458807	-46228.62370577902	0.1092291367954508	2.6358802929186753	3.5123536135910163	0.3491458321336943	0.18929063850597203	0.23759321043373183	0.2239703189266017	1.0	-46228.62370577902	-193.83465639578668
1355000	-46430.63612066549	-194.24487691803523	-46236.39124374746	0.10478967862297278	2.666760424006624	3.5123536135910163	0.3491458321336943	0.18929063850597203	0.23759321043373183	0.2239703189266017	1.0	-46236.39124374746	-190.8446256010487
1356000	-46441.56159338668	-198.14845807130112	-46243.41313531538	0.11053553689987274	2.4937504669431148	3.5123536135910163	0.3491458321336943	0.18929063850597203	0.23759321043373183	0.2239703189266017	1.0	-46243.41313531538	-194.81528337680936
1357000	-46429.67420452903	-194.4031373731077	-46235.271067155925	0.10224192858640126	2.384494339144463	3.5123536135910163	0.3491458321336943	0.18929063850597203	0.23759321043373183	0.2239703189266017	1.0	-46235.271067155925	-191.11476338278604
1358000	-46442.79305589223	-198.10239881911488	-46244.690657073115	0.10994259482932425	2.858200505297714	3.5123536135910163	0.3491458321336943	0.18929063850597203	0.24555094763368218	0.21601258172665136	1.0	-46244.690657073115	-194.6328196806702
1359000	-46446.45043046253	-197.2133636194031	-46249.237066843125	0.10334517035189933	2.719851781237049	3.5123536135910163	0.3469101554504238	0.19001761677444332	0.24555094763368218	0.2175212801414506	1.0	-46249.237066843125	-193.79339932718185
1360000	-46454.24712463404	-200.38831584058556	-46253.858808793455	0.10476884967239192	2.1516045180371597	3.5123536135910163	0.3469101554504238	0.19001761677444332	0.24555094763368218	0.2175212801414506	1.0	-46253.858808793455	-197.20271508373048
1361000	-46445.141288797524	-197.64184032704293	-46247.49944847048	0.10046378873292175	2.6074082670193772	3.5123536135910163	0.3469101554504238	0.19001761677444332	0.24555094763368218	0.2175212801414506	1.0	-46247.49944847048	-194.26409669461222
1362000	-46432.7453384332	-197.4016723439253	-46235.34366608927	0.10282262990894075	2.324543188809306	3.5123536135910163	0.3498223820908734	0.18710539013399372	0.24555094763368218	0.2175212801414506	1.0	-46235.34366608927	-194.1387618965314
1363000	-46449.448352390296	-196.10231215507278	-46253.34604023522	0.1023475818283445	2.8771718967066118	3.45571289273549	0.3498223820908734	0.18710539013399372	0.24555094763368218	0.2175212801414506	1.0	-46253.34604023522	-192.64495704698592
1364000	-46450.054386025346	-196.32918822571247	-46253.725197799635	0.1028947952193965	2.966538797792526	3.45571289273549	0.3498223820908734	0.18710539013399372	0.24555094763368218	0.2175212801414506	1.0	-46253.725197799635	-192.84124506373132
1365000	-46449.873774676744	-196.1579099312097	-46253.715864745536	0.10509695869867823	2.727587576783717	3.5325151797362224	0.3498223820908734	0.18444273902379046	0.24555094763368218	0.22018393125165386	1.0	-46253.715864745536	-192.72843238784756
1366000	-46440.67249649883	-196.2523887397328	-46244.4201077591	0.10774365289994017	2.530323529150557	3.3985772764800526	0.3498223820908734	0.18444273902379046	0.24555094763368218	0.22018393125165386	1.0	-46244.4201077591	-192.94263833061078
1367000	-46444.06024284987	-195.57745282740325	-46248.48279002246	0.10084020889591606	2.5748461835974883	3.3985772764800526	0.3498223820908734	0.18444273902379046	0.24555094763368218	0.22018393125165386	1.0	-46248.48279002246	-192.2502597921734
1368000	-46437.67855637879	-197.07636603944758	-46240.60219033935	0.10458359725488331	2.5494220078697714	3.3985772764800526	0.3498223820908734	0.18444273902379046	0.24555094763368218	0.22018393125165386	1.0	-46240.60219033935	-193.75909613212625
1369000	-46431.15988558443	-197.19881504310152	-46233.96107054133	0.10604323590410417	2.7555140851947417	3.3985772764800526	0.3498223820908734	0.18643343911150112	0.24356024754597153	0.22018393125165386	1.0	-46233.96107054133	-193.8038077796842
1370000	-46430.362213610184	-197.81757830855562	-46232.54463530163	0.10113108653887572	2.558389425954104	3.422773881488836	0.3498223820908734	0.18643343911150112	0.24356024754597153	0.22018393125165386	1.0	-46232.54463530163	-194.48867249887286
1371000	-46423.05481186786	-198.64077302291398	-46224.41403884495	0.10407072036046155	3.0011369512991	3.422773881488836	0.3498223820908734	0.18643343911150112	0.24356024754597153	0.22018393125165386	1.0	-46224.41403884495	-195.1522539426121
1372000	-46444.79570655573	-195.64096602929612	-46249.15474052643	0.1018184712071496	2.7180547794517147	3.422773881488836	0.3498223820908734	0.18643343911150112	0.24356024754597153	0.22018393125165386	1.0	-46249.15474052643	-192.251521679783
1373000	-46440.95627875919	-197.5571814901518	-46243.399097269044	0.10556416510470297	2.3529564044296696	3.5441388528065816	0.3498223820908734	0.18643343911150112	0.24356024754597153	0.22018393125165386	1.0	-46243.399097269044	-194.27160951626666
1374000	-46440.42250600835	-198.97074044052835	-46241.45176556782	0.10496002801763313	2.113469367609539	3.5441388528065816	0.3498223820908734	0.18643343911150112	0.24356024754597153	0.22018393125165386	1.0	-46241.45176556782	-195.79251020132187
1375000	-46446.538957755794	-194.8024578087892	-46251.73649994701	0.10058554104132601	2.544212532424022	3.5441388528065816	0.3498223820908734	0.18643343911150112	0.23244769476312524	0.23129648403450015	1.0	-46251.73649994701	-191.43873723221554
1376000	-46439.968642447995	-195.31995951468107	-46244.648682933315	0.09780344230228027	2.288246112328743	3.5441388528065816	0.3498223820908734	0.18643343911150112	0.23244769476312524	0.23129648403450015	1.0	-46244.648682933315	-192.0622744884054
1377000	-46439.62768537239	-196.93507355386183	-46242.69261181853	0.10807268388290872	2.5225063485229464	3.5441388528065816	0.3498223820908734	0.18643343911150112	0.23244769476312524	0.23129648403450015	1.0	-46242.69261181853	-193.57992117189525
1378000	-46438.90680772293	-197.5490687780592	-46241.35773894487	0.1009489950249319	2.3419689743197143	3.5441388528065816	0.3498223820908734	0.18643343911150112	0.23244769476312524	0.23129648403450015	1.0	-46241.35773894487	-194.26817736852072
1379000	-46445.210688286534	-197.01035570386222	-46248.20033258267	0.1095240595347942	2.8461919573556824	3.5441388528065816	0.3498223820908734	0.18643343911150112	0.23244769476312524	0.23129648403450015	1.0	-46248.20033258267	-193.53447436638118
1380000	-46434.59483442989	-198.1083717246268	-46236.48646270526	0.10298627002485208	2.8103836179289776	3.5441388528065816	0.3498223820908734	0.18643343911150112	0.23244769476312524	0.23129648403450015	1.0	-46236.48646270526	-194.6451513397973
1381000	-46432.6211884764	-196.41383279070595	-46236.20735568569	0.1002554540350541	2.870090470069337	3.5441388528065816	0.3498223820908734	0.18643343911150112	0.23244769476312524	0.23129648403450015	1.0	-46236.20735568569	-192.92958984679325
1382000	-46431.62343112865	-195.7138520326234	-46235.90957909603	0.10146053049815486	2.256702289488413	3.5441388528065816	0.3498223820908734	0.18643343911150112	0.23244769476312524	0.23129648403450015	1.0	-46235.90957909603	-192.47004805693308
1383000	-46440.41971325297	-198.12537142651337	-46242.29434182646	0.10140444326397163	3.21076378851558	3.5441388528065816	0.3498223820908734	0.18643343911150112	0.23244769476312524	0.23129648403450015	1.0	-46242.29434182646	-194.52896318536148
1384000	-46438.51338700304	-197.07513937631617	-46241.43824762673	0.09821020846780604	2.331168936898289	3.5441388528065816	0.3498223820908734	0.18643343911150112	0.23244769476312524	0.23129648403450015	1.0	-46241.43824762673	-193.79887015292107
1385000	-46447.31090764158	-197.8525685268746	-46249.4583391147	0.10239496360947019	2.678751572969734	3.710265270041476	0.3498223820908734	0.18643343911150112	0.23244769476312524	0.23129648403450015	1.0	-46249.4583391147	-194.3830609126615
1386000	-46446.76524965035	-199.44710735527428	-46247.31814229507	0.1156034465732274	2.9704376768818004	3.710265270041476	0.3498223820908734	0.18643343911150112	0.23244769476312524	0.23129648403450015	1.0	-46247.31814229507	-195.8742412881588
1387000	-46454.10124696428	-198.56391072460707	-46255.53733623967	0.10725028884349348	3.307954501540908	3.710265270041476	0.3498223820908734	0.18643343911150112	0.23244769476312524	0.23129648403450015	1.0	-46255.53733623967	-194.88342394240416
1388000	-46441.39325730611	-195.41199286667973	-46245.98126443943	0.10537415240348595	2.6313551071525594	3.710265270041476	0.3498223820908734	0.18643343911150112	0.23244769476312524	0.23129648403450015	1.0	-46245.98126443943	-191.96033714411308
1389000	-46447.2640890136	-196.6363749514116	-46250.62771406219	0.10278525915925237	2.559070528009074	3.710265270041476	0.3498223820908734	0.18643343911150112	0.23244769476312524	0.23129648403450015	1.0	-46250.62771406219	-193.21257407463955
1390000	-46445.938585580785	-196.30947946396054	-46249.62910611682	0.10464815872175308	2.510075769823575	3.5184740071306457	0.3498223820908734	0.18643343911150112	0.23244769476312524	0.23129648403450015	1.0	-46249.62910611682	-192.9677520642765
1391000	-46445.343159499906	-196.12537850070652	-46249.2177809992	0.10712134712889326	2.5635727119320615	3.5588065168441125	0.3498223820908734	0.18643343911150112	0.23244769476312524	0.23129648403450015	1.0	-46249.2177809992	-192.74924051216752
1392000	-46450.18103336393	-197.89075984418616	-46252.29027351974	0.1034854009691957	2.3273407601598257	3.4137685683443437	0.35226844688489617	0.18643343911150112	0.23056212760533365	0.23073598639826898	1.0	-46252.29027351974	-194.65952645243675
1393000	-46441.64912241512	-195.22850016078544	-46246.42062225433	0.10086407832444812	2.622682796882871	3.4137685683443437	0.35226844688489617	0.18643343911150112	0.23056212760533365	0.23073598639826898	1.0	-46246.42062225433	-191.87779531802607
1394000	-46439.02321406384	-196.9148126969923	-46242.108401366844	0.10563423946004538	2.304113445894222	3.5082793154295713	0.36342181011402896	0.18643343911150112	0.22885638103170042	0.22128836974276936	1.0	-46242.108401366844	-193.6620804201516
1395000	-46437.26110188675	-194.89100737425784	-46242.37009451249	0.10134488146522487	2.731034068721281	3.5082793154295713	0.36342181011402896	0.18643343911150112	0.22885638103170042	0.22128836974276936	1.0	-46242.37009451249	-191.46829076047865
1396000	-46441.11222792035	-196.30902264444816	-46244.8032052759	0.11445362926786247	2.498397553380171	3.6039424289264885	0.36342181011402896	0.18643343911150112	0.22885638103170042	0.22128836974276936	1.0	-46244.8032052759	-192.94380984716958
1397000	-46432.77457897555	-196.94816249453527	-46235.82641648102	0.1057622925186481	2.858325503078449	3.558011024841074	0.36342181011402896	0.18643343911150112	0.22885638103170042	0.22128836974276936	1.0	-46235.82641648102	-193.46345250164254
1398000	-46446.30675839348	-197.7951179466758	-46248.511640446806	0.10586560903322342	2.540151690772404	3.558011024841074	0.36342181011402896	0.18643343911150112	0.22885638103170042	0.22128836974276936	1.0	-46248.511640446806	-194.42842011869166
1399000	-46437.90702746884	-195.7188750215166	-46242.18815244733	0.10910876869998054	2.6373756469246277	3.7877754858369013	0.36342181011402896	0.18643343911150112	0.22885638103170042	0.22128836974276936	1.0	-46242.18815244733	-192.2400049665614
1400000	-46429.94224894712	-195.95233416377377	-46233.98991478334	0.10437992848567035	2.336378514499296	3.7877754858369013	0.36342181011402896	0.18643343911150112	0.22885638103170042	0.22128836974276936	1.0	-46233.98991478334	-192.59464637126766
1401000	-46429.70250251863	-195.57845100833126	-46234.1240515103	0.1013892126863745	2.769243358421241	3.7877754858369013	0.3562201012542729	0.19363514797125717	0.22885638103170042	0.22128836974276936	1.0	-46234.1240515103	-192.05079117590049
1402000	-46443.53506453179	-196.82865785554168	-46246.70640667625	0.10673228982020766	2.7294565836815754	3.4426196864578302	0.3562201012542729	0.18929303240782908	0.22885638103170042	0.22563048530619745	1.0	-46246.70640667625	-193.4283826298057
1403000	-46440.87071888146	-195.7937905242799	-46245.07692835718	0.1047459288028387	2.7638628177549283	3.552970352909787	0.3562201012542729	0.18929303240782908	0.22885638103170042	0.22563048530619745	1.0	-46245.07692835718	-192.34434855216472
1404000	-46450.287933746615	-196.70870942791166	-46253.5792243187	0.1045116300467402	2.649575957934171	3.611854629842674	0.3562201012542729	0.18929303240782908	0.22885638103170042	0.22563048530619745	1.0	-46253.5792243187	-193.2821561685505
